target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
119000.0,5,1728.0,NAmes,1728.0,1728.0,40.0,10624.0,1,_90,352,1964.0,1964.0
112000.0,6,1310.0,OldTown,865.0,617.0,617.0,7000.0,1,_50,398,1950.0,1924.0
87500.0,3,1040.0,NAmes,1040.0,0.0,0.0,8544.0,2,_90,400,1950.0,1949.0
260400.0,7,1720.0,NoRidge,1720.0,1720.0,919.0,10593.0,2,_20,527,1996.0,1996.0
197000.0,7,3082.0,SWISU,1687.0,824.0,523.0,15863.0,2,_75,672,1970.0,1920.0
255500.0,8,1717.0,NridgHt,1717.0,1709.0,0.0,11146.0,3,_20,908,2006.0,2006.0
184900.0,7,1200.0,SawyerW,1200.0,1176.0,833.0,10083.0,2,_20,555,2003.0,2003.0
120000.0,5,912.0,NAmes,912.0,912.0,111.0,7535.0,1,_20,297,1985.0,1958.0
139500.0,6,1489.0,SWISU,944.0,778.0,0.0,9900.0,1,_50,240,1950.0,1940.0
271900.0,7,2196.0,SawyerW,2196.0,2158.0,485.0,14684.0,3,_20,701,1991.0,1990.0
290000.0,8,1660.0,Somerst,1660.0,1660.0,1220.0,10182.0,2,_20,500,2006.0,2006.0
220000.0,8,1915.0,SawyerW,927.0,908.0,789.0,10041.0,2,_60,506,1992.0,1992.0
215000.0,6,1656.0,NAmes,1656.0,1080.0,639.0,31770.0,2,_20,528,1960.0,1960.0
192000.0,7,2022.0,ClearCr,1156.0,1160.0,392.0,10005.0,2,_60,505,1977.0,1977.0
268000.0,8,2217.0,NAmes,2217.0,2217.0,351.0,15865.0,2,_20,621,1970.0,1970.0
236500.0,8,1788.0,CollgCr,1788.0,1753.0,0.0,11838.0,2,_20,522,2001.0,2001.0
157000.0,7,1601.0,NWAmes,1601.0,1271.0,704.0,11880.0,2,_20,478,1978.0,1978.0
187000.0,6,1710.0,SawyerW,832.0,832.0,426.0,9291.0,2,_60,506,1993.0,1993.0
231500.0,6,1764.0,CollgCr,928.0,928.0,821.0,15426.0,2,_60,470,1997.0,1997.0
230000.0,7,1654.0,CollgCr,1654.0,1654.0,986.0,8125.0,3,_20,900,2002.0,2002.0
163000.0,6,1362.0,NAmes,1362.0,1362.0,288.0,10197.0,2,_20,504,1961.0,1961.0
132000.0,5,1432.0,OldTown,768.0,264.0,0.0,9600.0,2,_70,360,2002.0,1910.0
383970.0,7,2696.0,CollgCr,1282.0,1264.0,984.0,9965.0,3,_60,792,2007.0,2007.0
201000.0,7,1560.0,Mitchel,1560.0,1560.0,0.0,9196.0,2,_20,573,2003.0,2003.0
228000.0,7,2097.0,SawyerW,1080.0,1080.0,50.0,11228.0,3,_60,678,1993.0,1993.0
181000.0,6,1690.0,Gilbert,948.0,924.0,0.0,8063.0,2,_60,463,2000.0,2000.0
134450.0,5,1236.0,NAmes,1236.0,1070.0,360.0,10011.0,1,_20,447,1996.0,1957.0
79500.0,5,935.0,BrkSide,779.0,742.0,0.0,9100.0,1,_40,308,1960.0,1930.0
145000.0,6,1958.0,Crawfor,979.0,979.0,484.0,7136.0,2,_90,492,1950.0,1946.0
350000.0,9,2224.0,NridgHt,1462.0,1462.0,1170.0,8834.0,3,_60,738,2005.0,2004.0
372402.0,8,1710.0,NridgHt,1710.0,1710.0,1400.0,13891.0,3,_20,866,2008.0,2007.0
197000.0,7,1725.0,NWAmes,1040.0,539.0,315.0,11584.0,2,_60,550,1979.0,1979.0
153900.0,5,1416.0,OldTown,876.0,876.0,0.0,12665.0,3,_50,720,1950.0,1915.0
169500.0,5,1812.0,NAmes,876.0,864.0,540.0,7590.0,1,_60,264,1962.0,1962.0
140000.0,7,1164.0,NWAmes,1164.0,1164.0,0.0,9600.0,2,_20,528,1969.0,1969.0
215200.0,7,1547.0,Somerst,764.0,756.0,24.0,8640.0,2,_60,614,2009.0,2009.0
119000.0,4,948.0,Edwards,948.0,948.0,732.0,8190.0,1,_20,280,1954.0,1954.0
193500.0,6,2142.0,NAmes,1182.0,896.0,448.0,13000.0,1,_60,509,1968.0,1968.0
188000.0,5,1728.0,Mitchel,1728.0,1728.0,1606.0,9297.0,2,_90,560,1976.0,1976.0
80000.0,5,1006.0,Sawyer,1006.0,1006.0,288.0,9000.0,0,_20,0,1959.0,1959.0
230000.0,6,1811.0,Crawfor,1811.0,1073.0,296.0,14115.0,2,_20,470,2004.0,1956.0
235000.0,7,2263.0,NWAmes,1468.0,795.0,795.0,16659.0,2,_60,539,1994.0,1977.0
132250.0,4,1040.0,Mitchel,1040.0,1064.0,633.0,25286.0,2,_20,648,1963.0,1963.0
107900.0,4,901.0,OldTown,901.0,901.0,0.0,6000.0,1,_20,281,2000.0,1954.0
374000.0,9,1792.0,NridgHt,1792.0,1792.0,1567.0,11846.0,3,_20,874,2004.0,2003.0
134432.0,4,1588.0,ClearCr,1120.0,0.0,0.0,17120.0,2,_50,680,1959.0,1959.0
141500.0,5,1539.0,BrkSide,1067.0,927.0,0.0,6120.0,2,_50,576,1950.0,1936.0
264561.0,8,1567.0,Blmngtn,1567.0,1520.0,1154.0,3982.0,3,_120,648,2006.0,2006.0
260000.0,8,2417.0,NoRidge,1301.0,1288.0,0.0,16059.0,2,_60,462,1992.0,1991.0
240000.0,6,2614.0,NWAmes,1548.0,1522.0,956.0,10800.0,2,_60,624,1997.0,1974.0
250580.0,7,1372.0,Somerst,1372.0,1372.0,0.0,8640.0,2,_20,529,2008.0,2007.0
236000.0,7,2256.0,Gilbert,980.0,952.0,300.0,8795.0,2,_60,554,2000.0,2000.0
85000.0,5,1112.0,MeadowV,536.0,536.0,129.0,2592.0,1,_160,336,1976.0,1976.0
243000.0,6,2158.0,Edwards,2158.0,1202.0,477.0,12615.0,2,_20,576,2001.0,1950.0
256000.0,4,1663.0,ClearCr,1663.0,1364.0,1116.0,53227.0,2,_20,529,1994.0,1954.0
302000.0,8,2810.0,NoRidge,1453.0,1453.0,482.0,9572.0,2,_60,750,1990.0,1990.0
167000.0,7,1277.0,NAmes,1277.0,1277.0,778.0,10628.0,2,_20,526,1970.0,1970.0
167900.0,6,1334.0,NWAmes,1334.0,1350.0,686.0,9650.0,2,_20,630,1977.0,1977.0
412500.0,9,2668.0,NridgHt,1572.0,1572.0,1016.0,13688.0,3,_60,726,2004.0,2003.0
299800.0,8,2715.0,NWAmes,1175.0,1142.0,575.0,8963.0,2,_60,831,1996.0,1976.0
219210.0,7,1863.0,Gilbert,879.0,879.0,0.0,14054.0,3,_60,660,2006.0,2006.0
100000.0,4,1123.0,IDOTRR,772.0,732.0,0.0,6060.0,1,_50,264,1950.0,1939.0
275000.0,8,1904.0,NridgHt,1058.0,1058.0,546.0,10927.0,2,_60,736,2005.0,2005.0
109000.0,5,1034.0,OldTown,735.0,735.0,0.0,10134.0,1,_50,240,1950.0,1940.0
236000.0,7,1949.0,SawyerW,1062.0,1050.0,750.0,9938.0,2,_60,574,1994.0,1993.0
244600.0,8,1468.0,Somerst,1468.0,1468.0,0.0,9612.0,3,_20,898,2009.0,2008.0
144000.0,6,848.0,CollgCr,848.0,848.0,685.0,4435.0,2,_120,420,2004.0,2003.0
125000.0,6,1125.0,Edwards,1125.0,1041.0,631.0,7200.0,1,_80,352,1976.0,1976.0
136500.0,6,1694.0,SWISU,1390.0,1181.0,423.0,8400.0,2,_50,576,1950.0,1925.0
201000.0,8,1466.0,Timber,1466.0,1466.0,16.0,8925.0,3,_20,610,2007.0,2007.0
214000.0,6,1933.0,Somerst,894.0,894.0,0.0,14598.0,3,_60,668,2007.0,2007.0
125000.0,5,912.0,Sawyer,912.0,912.0,842.0,8521.0,1,_20,336,1967.0,1967.0
277000.0,6,2144.0,ClearCr,1444.0,1444.0,697.0,159000.0,2,_50,389,2006.0,1958.0
250000.0,7,2784.0,NWAmes,1392.0,1392.0,790.0,16692.0,2,_60,564,1978.0,1978.0
191000.0,7,1504.0,Blmngtn,1504.0,1346.0,16.0,3182.0,2,_120,437,2006.0,2005.0
260000.0,7,1734.0,CollgCr,1734.0,1734.0,1300.0,11645.0,2,_20,660,2005.0,2005.0
163900.0,7,1482.0,Gilbert,812.0,384.0,0.0,9125.0,2,_80,392,1992.0,1992.0
310000.0,8,2520.0,NoRidge,1352.0,1338.0,1012.0,14541.0,3,_60,796,1993.0,1993.0
285000.0,9,1668.0,CollgCr,1668.0,1626.0,1059.0,11248.0,3,_20,702,2002.0,2002.0
128000.0,6,1362.0,BrkSide,751.0,611.0,0.0,6155.0,2,_70,502,1999.0,1920.0
80000.0,4,924.0,Edwards,672.0,672.0,348.0,12180.0,1,_190,280,1950.0,1941.0
112000.0,5,833.0,Mitchel,833.0,833.0,625.0,8780.0,0,_20,0,1985.0,1985.0
105000.0,5,1376.0,NAmes,968.0,768.0,368.0,9492.0,1,_50,240,1950.0,1941.0
179000.0,6,1800.0,Gilbert,1007.0,982.0,0.0,8123.0,2,_60,463,2000.0,2000.0
237500.0,6,2117.0,NAmes,2117.0,1205.0,865.0,12925.0,2,_20,550,1970.0,1970.0
127000.0,5,1507.0,NAmes,1507.0,1075.0,666.0,7910.0,1,_80,404,1960.0,1960.0
149500.0,6,1505.0,NAmes,1505.0,1505.0,1024.0,12160.0,2,_20,505,1953.0,1953.0
195000.0,7,1660.0,CollgCr,831.0,831.0,0.0,8935.0,2,_60,493,2002.0,2002.0
189000.0,7,1804.0,Gilbert,1028.0,994.0,0.0,7500.0,2,_60,442,1999.0,1999.0
265900.0,8,1484.0,Timber,1484.0,1476.0,428.0,9037.0,2,_20,472,2006.0,2006.0
160000.0,7,1252.0,Somerst,624.0,600.0,510.0,2160.0,2,_160,462,2000.0,1999.0
97500.0,6,1458.0,NAmes,912.0,912.0,0.0,17503.0,1,_50,330,1950.0,1948.0
122000.0,5,900.0,Sawyer,900.0,882.0,450.0,9819.0,1,_20,280,1967.0,1967.0
139000.0,5,1056.0,NAmes,1056.0,1056.0,846.0,8176.0,1,_20,308,1992.0,1958.0
148000.0,5,914.0,CollgCr,914.0,870.0,298.0,8846.0,2,_85,576,1996.0,1996.0
106000.0,5,2138.0,OldTown,1075.0,849.0,0.0,8100.0,2,_75,360,1965.0,1898.0
210000.0,7,1908.0,CollgCr,933.0,915.0,642.0,8750.0,2,_60,493,1995.0,1994.0
156000.0,6,1026.0,NAmes,1026.0,1026.0,439.0,7930.0,2,_20,440,2005.0,1969.0
222000.0,7,1478.0,Somerst,1478.0,1470.0,578.0,4403.0,2,_20,484,2009.0,2009.0
108000.0,5,672.0,Sawyer,672.0,672.0,0.0,10200.0,1,_30,240,1997.0,1940.0
216837.0,7,1836.0,CollgCr,1836.0,1860.0,24.0,9100.0,2,_20,484,2005.0,2004.0
55000.0,4,1092.0,IDOTRR,372.0,0.0,0.0,5600.0,0,_190,0,1950.0,1930.0
115000.0,5,1344.0,BrkSide,896.0,896.0,0.0,6240.0,1,_50,240,1950.0,1936.0
146800.0,6,1062.0,Mitchel,1062.0,1029.0,539.0,11333.0,2,_80,539,1976.0,1976.0
278000.0,8,1659.0,StoneBr,1659.0,1501.0,1158.0,5664.0,2,_120,499,2000.0,2000.0
61000.0,1,904.0,Edwards,904.0,683.0,350.0,10020.0,0,_30,0,1950.0,1922.0
141000.0,4,864.0,Gilbert,864.0,864.0,120.0,19138.0,2,_20,400,1951.0,1951.0
152000.0,5,1558.0,IDOTRR,910.0,910.0,420.0,13710.0,1,_50,282,1950.0,1950.0
129000.0,4,1120.0,Sawyer,1120.0,1040.0,932.0,6970.0,2,_20,544,1961.0,1961.0
144000.0,5,912.0,Sawyer,912.0,912.0,737.0,12968.0,1,_20,352,1962.0,1962.0
172500.0,6,1471.0,Somerst,742.0,729.0,381.0,3230.0,2,_160,440,1999.0,1999.0
181000.0,6,1604.0,Gilbert,926.0,926.0,0.0,10839.0,2,_60,470,1998.0,1997.0
82000.0,4,1152.0,Edwards,1152.0,0.0,0.0,6040.0,0,_90,0,1955.0,1955.0
67000.0,3,864.0,Edwards,864.0,864.0,41.0,8248.0,0,_30,0,1950.0,1914.0
131000.0,6,1218.0,BrkSide,869.0,735.0,375.0,6000.0,2,_50,440,1950.0,1941.0
237000.0,8,2031.0,CollgCr,1128.0,1128.0,804.0,9473.0,2,_60,577,2002.0,2002.0
165600.0,6,1501.0,Gilbert,697.0,697.0,518.0,7685.0,2,_60,420,1994.0,1993.0
240000.0,8,2090.0,CollgCr,1220.0,1220.0,1079.0,10000.0,2,_60,556,1996.0,1995.0
159500.0,7,2554.0,OldTown,1576.0,718.0,0.0,10800.0,2,_70,704,1998.0,1890.0
106500.0,5,882.0,NAmes,882.0,0.0,0.0,8339.0,1,_20,294,1959.0,1959.0
158000.0,6,1445.0,NAmes,1445.0,1127.0,564.0,12095.0,2,_80,645,1964.0,1964.0
235000.0,8,1625.0,Crawfor,1625.0,1573.0,1573.0,4750.0,2,_120,538,2007.0,2006.0
235000.0,7,1525.0,CollgCr,1525.0,1525.0,1400.0,9100.0,2,_20,541,2000.0,2000.0
202665.0,7,1368.0,NridgHt,1368.0,1368.0,0.0,6792.0,2,_120,474,2006.0,2005.0
87000.0,5,803.0,IDOTRR,803.0,720.0,116.0,5000.0,2,_45,360,1950.0,1941.0
180000.0,7,1668.0,CollgCr,840.0,840.0,0.0,11317.0,2,_60,500,2003.0,2003.0
280000.0,7,1533.0,ClearCr,1533.0,1533.0,655.0,70761.0,2,_20,576,1975.0,1975.0
67000.0,5,1077.0,IDOTRR,1077.0,961.0,0.0,8967.0,1,_30,338,1950.0,1920.0
87000.0,5,840.0,OldTown,840.0,672.0,116.0,4388.0,0,_45,0,1950.0,1930.0
106500.0,4,951.0,IDOTRR,951.0,951.0,285.0,8765.0,1,_30,327,1950.0,1936.0
150000.0,5,1053.0,NAmes,1053.0,1008.0,567.0,8973.0,2,_20,750,1991.0,1958.0
214000.0,7,1535.0,NridgHt,1535.0,1517.0,2.0,10171.0,2,_20,532,2004.0,2004.0
130000.0,5,1964.0,SWISU,1024.0,940.0,0.0,8525.0,0,_70,0,1950.0,1911.0
173000.0,6,1640.0,SawyerW,798.0,798.0,0.0,8366.0,2,_60,520,2004.0,2004.0
128000.0,5,1063.0,NAmes,1063.0,1056.0,354.0,9920.0,1,_20,280,1954.0,1954.0
166000.0,6,1392.0,NAmes,1392.0,1392.0,1040.0,11900.0,2,_20,458,1957.0,1957.0
165000.0,5,1383.0,Sawyer,1383.0,1383.0,1064.0,13284.0,1,_20,354,1954.0,1954.0
125000.0,6,1200.0,OldTown,1200.0,1200.0,0.0,11340.0,1,_30,312,1950.0,1923.0
155000.0,7,1826.0,OldTown,916.0,910.0,299.0,2500.0,1,_70,164,2005.0,1915.0
274000.0,8,1518.0,NridgHt,1518.0,1518.0,1218.0,12677.0,2,_120,588,2004.0,2003.0
200100.0,7,1802.0,Crawfor,901.0,793.0,352.0,7588.0,1,_70,216,1950.0,1920.0
248000.0,7,1850.0,NoRidge,979.0,973.0,595.0,29959.0,2,_60,467,1994.0,1994.0
79000.0,6,1096.0,Edwards,572.0,572.0,0.0,9600.0,0,_50,0,1950.0,1924.0
145000.0,5,1097.0,CollgCr,1097.0,1097.0,0.0,10859.0,2,_20,672,1995.0,1994.0
82000.0,4,841.0,SawyerW,841.0,721.0,0.0,8400.0,1,_20,294,1950.0,1950.0
110000.0,4,894.0,Edwards,894.0,894.0,552.0,9450.0,2,_20,400,1954.0,1954.0
118964.0,5,1535.0,SawyerW,1535.0,0.0,0.0,7018.0,2,_90,410,1979.0,1979.0
122000.0,8,2358.0,OldTown,938.0,684.0,259.0,5250.0,0,_70,0,1987.0,1872.0
220000.0,7,1604.0,CollgCr,1604.0,1604.0,1334.0,8814.0,2,_20,660,2006.0,2006.0
216000.0,7,1674.0,Somerst,814.0,814.0,533.0,7500.0,2,_60,663,2000.0,2000.0
135000.0,5,980.0,Sawyer,980.0,980.0,560.0,7064.0,2,_20,484,1977.0,1977.0
274970.0,6,2201.0,Edwards,1575.0,697.0,0.0,19690.0,2,_80,432,1966.0,1966.0
179540.0,7,1456.0,Gilbert,728.0,728.0,0.0,9018.0,2,_60,400,2007.0,2007.0
342643.0,9,2596.0,NridgHt,1249.0,1249.0,0.0,16259.0,3,_60,840,2006.0,2006.0
336000.0,8,2612.0,NoRidge,1276.0,1225.0,854.0,12203.0,3,_60,676,1999.0,1998.0
159895.0,7,1266.0,Blmngtn,1266.0,1266.0,0.0,3182.0,2,_20,388,2007.0,2007.0
214000.0,7,1536.0,CollgCr,1536.0,1536.0,810.0,9135.0,2,_20,532,2003.0,2002.0
185000.0,7,1337.0,CollgCr,1337.0,1337.0,699.0,8450.0,2,_20,531,2003.0,2003.0
113000.0,5,988.0,Mitchel,988.0,988.0,0.0,21750.0,2,_20,520,1954.0,1954.0
140000.0,6,1095.0,NAmes,1095.0,588.0,513.0,10382.0,1,_190,264,1958.0,1958.0
177500.0,6,1573.0,Somerst,769.0,756.0,378.0,2117.0,2,_160,440,2000.0,2000.0
174000.0,7,1555.0,Blmngtn,1555.0,1373.0,0.0,3684.0,3,_120,660,2007.0,2007.0
107400.0,3,1605.0,OldTown,840.0,840.0,0.0,5790.0,1,_50,379,1950.0,1915.0
207000.0,6,1848.0,BrkSide,1053.0,833.0,0.0,13053.0,2,_50,370,2000.0,1923.0
261500.0,8,1872.0,CollgCr,1299.0,1299.0,990.0,11885.0,2,_60,531,2001.0,2001.0
222000.0,6,1680.0,Crawfor,1680.0,880.0,808.0,21695.0,2,_20,540,2007.0,1988.0
131500.0,6,848.0,CollgCr,848.0,848.0,659.0,4435.0,2,_120,420,2003.0,2003.0
187500.0,7,1472.0,NWAmes,1472.0,1372.0,1036.0,14115.0,2,_80,588,1980.0,1980.0
155000.0,6,1052.0,ClearCr,1052.0,1010.0,504.0,8816.0,2,_80,440,1971.0,1971.0
128000.0,6,1484.0,OldTown,742.0,742.0,0.0,6300.0,0,_75,0,2001.0,1914.0
110000.0,5,924.0,CollgCr,924.0,924.0,0.0,7990.0,1,_20,280,1975.0,1975.0
121000.0,6,952.0,BrkSide,952.0,952.0,0.0,8854.0,1,_30,192,1950.0,1916.0
185000.0,7,1221.0,Somerst,1221.0,1221.0,410.0,7500.0,2,_20,400,2005.0,2004.0
132500.0,6,1412.0,BrkSide,825.0,780.0,0.0,6000.0,1,_50,280,1950.0,1939.0
265979.0,7,2640.0,OldTown,1320.0,1240.0,0.0,11700.0,4,_70,864,2003.0,1880.0
188000.0,7,1724.0,CollgCr,880.0,880.0,0.0,8924.0,2,_60,527,1999.0,1998.0
120000.0,6,864.0,NAmes,864.0,864.0,414.0,7332.0,1,_20,288,1959.0,1959.0
100000.0,5,968.0,OldTown,968.0,968.0,0.0,8520.0,2,_30,480,2006.0,1923.0
123000.0,5,894.0,CollgCr,894.0,894.0,777.0,7200.0,2,_20,600,1972.0,1972.0
167000.0,5,1486.0,Edwards,1486.0,1486.0,637.0,9937.0,2,_20,480,1999.0,1964.0
171500.0,6,1279.0,Mitchel,1279.0,1196.0,641.0,10125.0,2,_20,473,1977.0,1977.0
202900.0,8,1908.0,Timber,993.0,967.0,0.0,14191.0,2,_60,431,2002.0,2002.0
40000.0,4,1317.0,IDOTRR,649.0,649.0,0.0,8500.0,1,_70,250,1950.0,1920.0
138500.0,5,894.0,Sawyer,894.0,894.0,553.0,8450.0,1,_20,336,2009.0,1965.0
84000.0,4,845.0,Edwards,845.0,0.0,0.0,11500.0,1,_20,290,1957.0,1957.0
135000.0,5,1236.0,Sawyer,1236.0,912.0,465.0,6993.0,1,_20,288,1994.0,1961.0
168000.0,6,1572.0,Gilbert,806.0,806.0,0.0,10364.0,2,_60,373,1996.0,1995.0
215000.0,7,1959.0,Gilbert,847.0,847.0,0.0,11796.0,2,_60,434,2005.0,2004.0
244000.0,7,2223.0,NAmes,2223.0,2223.0,1880.0,13651.0,2,_20,516,1973.0,1973.0
225000.0,7,2243.0,SawyerW,1122.0,700.0,700.0,13474.0,3,_60,746,1991.0,1990.0
172000.0,5,1968.0,Mitchel,1168.0,784.0,562.0,11075.0,2,_60,530,1969.0,1969.0
250000.0,8,2198.0,NoRidge,1145.0,1145.0,655.0,14260.0,3,_60,836,2000.0,2000.0
215000.0,7,2093.0,NWAmes,1236.0,791.0,0.0,20544.0,2,_60,542,1991.0,1986.0
178000.0,7,1212.0,CollgCr,1212.0,1212.0,0.0,9100.0,2,_20,573,2001.0,2001.0
85000.0,5,796.0,Edwards,796.0,796.0,0.0,8777.0,0,_30,0,1950.0,1910.0
157000.0,5,1336.0,Crawfor,1336.0,1165.0,841.0,15750.0,1,_190,375,1953.0,1953.0
185000.0,6,1876.0,NWAmes,943.0,901.0,442.0,9120.0,2,_60,540,1974.0,1974.0
88000.0,6,1092.0,BrDale,525.0,525.0,0.0,1680.0,1,_160,264,1971.0,1971.0
145000.0,5,990.0,CollgCr,990.0,990.0,686.0,9245.0,2,_20,672,1995.0,1994.0
162900.0,7,1664.0,NWAmes,832.0,832.0,194.0,10140.0,2,_60,528,1976.0,1976.0
263000.0,7,2094.0,Somerst,912.0,912.0,0.0,9375.0,2,_60,615,2004.0,2003.0
127500.0,6,1367.0,BrkSide,959.0,884.0,425.0,6240.0,1,_50,560,1950.0,1931.0
179900.0,6,1552.0,NWAmes,811.0,713.0,550.0,11475.0,2,_60,434,1975.0,1975.0
137500.0,6,1344.0,Timber,1344.0,819.0,111.0,14375.0,2,_20,525,1958.0,1958.0
266500.0,7,2340.0,Crawfor,1188.0,1152.0,275.0,9042.0,1,_70,252,2006.0,1941.0
143000.0,6,848.0,CollgCr,848.0,848.0,662.0,4426.0,2,_120,420,2004.0,2004.0
195000.0,6,2030.0,NWAmes,1118.0,848.0,156.0,12046.0,2,_60,551,1976.0,1976.0
206900.0,6,2112.0,NAmes,1092.0,952.0,500.0,11075.0,2,_60,576,1969.0,1969.0
135000.0,4,1470.0,Edwards,997.0,941.0,0.0,8172.0,1,_50,548,1972.0,1954.0
118000.0,5,698.0,Edwards,698.0,698.0,0.0,9405.0,0,_20,0,2008.0,1947.0
159000.0,6,1394.0,NAmes,1394.0,1394.0,609.0,9500.0,2,_20,514,1963.0,1963.0
328900.0,9,1709.0,Somerst,1709.0,1698.0,1238.0,5119.0,2,_120,506,2000.0,1999.0
239799.0,7,1962.0,CollgCr,1391.0,1391.0,464.0,8760.0,3,_60,868,2006.0,2006.0
158000.0,6,1158.0,SawyerW,1158.0,1158.0,941.0,13072.0,2,_20,576,2004.0,2004.0
325000.0,9,2504.0,StoneBr,1134.0,1122.0,0.0,11198.0,3,_60,656,2007.0,2005.0
145000.0,6,1138.0,NAmes,1138.0,588.0,507.0,10482.0,1,_80,264,1958.0,1958.0
100000.0,4,816.0,Edwards,816.0,816.0,690.0,8877.0,1,_20,288,1958.0,1938.0
395000.0,8,1973.0,NridgHt,1973.0,1935.0,0.0,14226.0,3,_20,895,2006.0,2006.0
281000.0,8,1970.0,NridgHt,1120.0,1085.0,0.0,11065.0,3,_60,753,2006.0,2006.0
134000.0,5,1142.0,MeadowV,1142.0,1142.0,874.0,4224.0,2,_120,528,1976.0,1976.0
